                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                  1.995,                 0.9449,                 1.6569,                0.69098,                0.92873,                0.74224,                0.52378,                 2.2152,                 1.8452,                 1.7676,             0.00086934,             0.00086934,             0.00086934
                    147,                 2.0165,                0.93702,                 1.6798,                0.69668,                0.88541,                 0.7549,                0.52386,                 2.2951,                 1.9142,                 1.7827,             0.00086384,             0.00086384,             0.00086384
                    148,                 2.1554,                 1.0851,                 1.7128,                0.68472,                0.91371,                0.75283,                0.52809,                 2.2472,                 1.9023,                 1.7788,             0.00085834,             0.00085834,             0.00085834
                    149,                 2.0656,                0.94174,                 1.6925,                0.68472,                0.91371,                0.75283,                0.52809,                 2.2472,                 1.9023,                 1.7788,             0.00085284,             0.00085284,             0.00085284
                    150,                 2.2329,                 1.0346,                 1.6898,                0.70886,                0.91373,                0.76953,                0.53843,                  2.189,                 1.8038,                 1.7674,             0.00084734,             0.00084734,             0.00084734
                    151,                 2.1729,                  1.004,                 1.6842,                0.70287,                0.91188,                0.77499,                0.54118,                 2.2061,                 1.7642,                 1.7707,             0.00084184,             0.00084184,             0.00084184
                    152,                 2.1509,                0.99088,                 1.6836,                0.70287,                0.91188,                0.77499,                0.54118,                 2.2061,                 1.7642,                 1.7707,             0.00083633,             0.00083633,             0.00083633
                    153,                 2.1093,                 1.0036,                 1.6793,                0.71879,                 0.9358,                0.77216,                0.53191,                 2.2823,                 1.8156,                 1.7838,             0.00083083,             0.00083083,             0.00083083
                    154,                 2.0524,                 0.9449,                 1.6592,                0.71879,                 0.9358,                0.77216,                0.53191,                 2.2823,                 1.8156,                 1.7838,             0.00082533,             0.00082533,             0.00082533
                    155,                 1.9689,                0.98096,                  1.712,                0.72763,                0.93589,                0.76967,                0.53346,                 2.2892,                  1.903,                 1.7935,             0.00081983,             0.00081983,             0.00081983
                    156,                 2.0186,                0.98564,                 1.6795,                 0.7374,                0.95833,                0.77518,                0.53995,                 2.2297,                 1.8491,                 1.7817,             0.00081433,             0.00081433,             0.00081433
                    157,                 2.0808,                 1.0444,                 1.6891,                 0.7374,                0.95833,                0.77518,                0.53995,                 2.2297,                 1.8491,                 1.7817,             0.00080883,             0.00080883,             0.00080883
                    158,                  1.993,                0.94556,                 1.7084,                0.72578,                0.91222,                0.78442,                0.54532,                 2.2784,                 1.7248,                  1.793,             0.00080333,             0.00080333,             0.00080333
                    159,                 2.0149,                0.94309,                 1.6881,                0.71635,                0.92419,                0.78506,                0.52987,                 2.3342,                  1.685,                 1.8088,             0.00079783,             0.00079783,             0.00079783
                    160,                 1.9993,                 0.9442,                 1.6583,                0.71635,                0.92419,                0.78506,                0.52987,                 2.3342,                  1.685,                 1.8088,             0.00079233,             0.00079233,             0.00079233
                    161,                  1.947,                0.93021,                 1.6785,                0.72571,                0.93964,                0.78297,                0.53278,                 2.3695,                 1.6771,                 1.8208,             0.00078682,             0.00078682,             0.00078682
                    162,                 1.9809,                0.92481,                 1.6821,                0.72571,                0.93964,                0.78297,                0.53278,                 2.3695,                 1.6771,                 1.8208,             0.00078132,             0.00078132,             0.00078132
                    163,                 2.1199,                 1.0145,                 1.7045,                0.74329,                0.94479,                0.78725,                0.53967,                 2.3014,                 1.7525,                  1.795,             0.00077582,             0.00077582,             0.00077582
                    164,                 1.9432,                0.89712,                 1.7149,                0.72713,                0.94832,                0.79322,                 0.5546,                 2.2498,                 1.8387,                 1.7823,             0.00077032,             0.00077032,             0.00077032
                    165,                 2.0696,                0.98167,                 1.6868,                0.72713,                0.94832,                0.79322,                 0.5546,                 2.2498,                 1.8387,                 1.7823,             0.00076482,             0.00076482,             0.00076482
                    166,                 2.0722,                 0.9946,                 1.6964,                0.72441,                0.93455,                0.80355,                0.55038,                 2.3526,                  1.796,                  1.803,             0.00075932,             0.00075932,             0.00075932
                    167,                 2.1595,                 1.0117,                 1.7084,                0.70012,                0.94185,                0.80945,                0.55543,                 2.3352,                 1.8107,                 1.7992,             0.00075382,             0.00075382,             0.00075382
                    168,                 2.0665,                0.97567,                 1.6881,                0.70012,                0.94185,                0.80945,                0.55543,                 2.3352,                 1.8107,                 1.7992,             0.00074832,             0.00074832,             0.00074832
                    169,                 2.1337,                0.97886,                 1.6607,                0.71173,                0.89677,                0.80302,                0.55383,                 2.2837,                 1.8367,                 1.7842,             0.00074282,             0.00074282,             0.00074282
                    170,                 1.9844,                0.91208,                 1.6581,                0.71173,                0.89677,                0.80302,                0.55383,                 2.2837,                 1.8367,                 1.7842,             0.00073731,             0.00073731,             0.00073731
                    171,                 2.1522,                0.98706,                 1.6494,                 0.6974,                0.93014,                0.80276,                0.55296,                 2.3146,                  1.843,                 1.7958,             0.00073181,             0.00073181,             0.00073181
                    172,                  1.955,                0.89123,                 1.6749,                0.71586,                0.92603,                0.80415,                0.54172,                 2.3976,                 1.8532,                 1.8057,             0.00072631,             0.00072631,             0.00072631
                    173,                 2.0182,                0.91721,                 1.6975,                0.71586,                0.92603,                0.80415,                0.54172,                 2.3976,                 1.8532,                 1.8057,             0.00072081,             0.00072081,             0.00072081
                    174,                 1.9724,                0.92515,                 1.6742,                0.71938,                0.94237,                0.80669,                0.54971,                 2.3383,                  1.874,                 1.8025,             0.00071531,             0.00071531,             0.00071531
                    175,                 2.1674,                 1.0059,                 1.6875,                0.71297,                0.94403,                0.80685,                0.55956,                 2.2931,                 1.7892,                 1.7945,             0.00070981,             0.00070981,             0.00070981
                    176,                 2.0924,                 1.0129,                 1.6934,                0.71297,                0.94403,                0.80685,                0.55956,                 2.2931,                 1.7892,                 1.7945,             0.00070431,             0.00070431,             0.00070431
                    177,                 2.2346,                 1.1107,                 1.6488,                0.68795,                0.92305,                0.77056,                0.52695,                 2.3321,                 1.7844,                 1.7928,             0.00069881,             0.00069881,             0.00069881
                    178,                 2.1434,                 1.0026,                 1.6548,                0.68795,                0.92305,                0.77056,                0.52695,                 2.3321,                 1.7844,                 1.7928,             0.00069331,             0.00069331,             0.00069331
                    179,                 2.0138,                0.94644,                 1.6708,                0.68834,                0.93143,                0.75336,                0.52245,                 2.2858,                 1.8414,                 1.7911,              0.0006878,              0.0006878,              0.0006878
                    180,                 2.0665,                0.96231,                 1.6761,                0.69223,                0.92189,                0.76907,                0.54086,                 2.2545,                 1.9078,                  1.787,              0.0006823,              0.0006823,              0.0006823
                    181,                 1.9885,                0.90586,                 1.6905,                0.69223,                0.92189,                0.76907,                0.54086,                 2.2545,                 1.9078,                  1.787,              0.0006768,              0.0006768,              0.0006768
                    182,                 1.9773,                0.90487,                 1.6666,                0.68665,                 0.9166,                0.77337,                0.53782,                 2.3328,                 2.0025,                 1.7999,              0.0006713,              0.0006713,              0.0006713
                    183,                 2.0054,                0.88653,                 1.6777,                0.71596,                0.89923,                0.76734,                0.52699,                 2.3526,                 1.9417,                 1.8111,              0.0006658,              0.0006658,              0.0006658
