                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.64513,                 0.3606,                0.86661,                0.83908,                0.90513,                0.89988,                0.58523,                 1.2135,                0.63343,                 1.0815,             0.00083633,             0.00083633,             0.00083633
                    153,                0.65409,                0.35707,                0.87405,                 0.8138,                0.91327,                0.88843,                 0.5971,                 1.1644,                 0.6463,                 1.0528,             0.00083083,             0.00083083,             0.00083083
                    154,                 0.6827,                0.36832,                0.84738,                 0.8138,                0.91327,                0.88843,                 0.5971,                 1.1644,                 0.6463,                 1.0528,             0.00082533,             0.00082533,             0.00082533
                    155,                0.64576,                0.35959,                0.85892,                 0.8138,                0.91327,                0.88843,                 0.5971,                 1.1644,                 0.6463,                 1.0528,             0.00081983,             0.00081983,             0.00081983
                    156,                0.64681,                0.37027,                0.85295,                 0.8507,                0.86022,                0.87382,                0.60233,                 1.1253,                0.63983,                 1.0454,             0.00081433,             0.00081433,             0.00081433
                    157,                0.67482,                0.36932,                0.87018,                 0.8507,                0.86022,                0.87382,                0.60233,                 1.1253,                0.63983,                 1.0454,             0.00080883,             0.00080883,             0.00080883
                    158,                0.62483,                0.34736,                0.85394,                 0.8507,                0.86022,                0.87382,                0.60233,                 1.1253,                0.63983,                 1.0454,             0.00080333,             0.00080333,             0.00080333
                    159,                0.63942,                0.34039,                0.86786,                0.84972,                0.86559,                0.86735,                0.59201,                 1.1571,                0.62082,                 1.0697,             0.00079783,             0.00079783,             0.00079783
                    160,                0.64215,                0.35858,                0.87219,                0.84972,                0.86559,                0.86735,                0.59201,                 1.1571,                0.62082,                 1.0697,             0.00079233,             0.00079233,             0.00079233
                    161,                0.64609,                0.36226,                0.85044,                0.82833,                0.87457,                0.87936,                0.60423,                  1.158,                0.61899,                 1.0622,             0.00078682,             0.00078682,             0.00078682
                    162,                0.65943,                0.37918,                0.88155,                0.82833,                0.87457,                0.87936,                0.60423,                  1.158,                0.61899,                 1.0622,             0.00078132,             0.00078132,             0.00078132
                    163,                0.60991,                0.35475,                0.83989,                0.82833,                0.87457,                0.87936,                0.60423,                  1.158,                0.61899,                 1.0622,             0.00077582,             0.00077582,             0.00077582
                    164,                0.65061,                0.37514,                0.84601,                0.84825,                0.88172,                0.88376,                0.58851,                 1.1856,                0.62305,                 1.0764,             0.00077032,             0.00077032,             0.00077032
                    165,                0.60833,                0.33918,                0.85053,                0.84825,                0.88172,                0.88376,                0.58851,                 1.1856,                0.62305,                 1.0764,             0.00076482,             0.00076482,             0.00076482
                    166,                0.61531,                0.34602,                 0.8639,                0.84825,                0.88172,                0.88376,                0.58851,                 1.1856,                0.62305,                 1.0764,             0.00075932,             0.00075932,             0.00075932
                    167,                0.66285,                0.37099,                0.85948,                0.82324,                0.88038,                0.88363,                0.60448,                  1.162,                0.64265,                 1.0746,             0.00075382,             0.00075382,             0.00075382
                    168,                0.63561,                0.34742,                0.85155,                0.82324,                0.88038,                0.88363,                0.60448,                  1.162,                0.64265,                 1.0746,             0.00074832,             0.00074832,             0.00074832
                    169,                0.61857,                0.34635,                0.85586,                0.83075,                0.84494,                0.87194,                0.59998,                 1.1369,                   0.65,                 1.0544,             0.00074282,             0.00074282,             0.00074282
                    170,                0.60523,                0.33985,                0.86287,                0.83075,                0.84494,                0.87194,                0.59998,                 1.1369,                   0.65,                 1.0544,             0.00073731,             0.00073731,             0.00073731
                    171,                0.58535,                0.34383,                0.83816,                0.83075,                0.84494,                0.87194,                0.59998,                 1.1369,                   0.65,                 1.0544,             0.00073181,             0.00073181,             0.00073181
                    172,                0.59542,                0.33599,                0.84461,                0.81772,                 0.8795,                0.86848,                 0.5817,                 1.1652,                0.65394,                  1.068,             0.00072631,             0.00072631,             0.00072631
                    173,                 0.5827,                0.34766,                0.86937,                0.81772,                 0.8795,                0.86848,                 0.5817,                 1.1652,                0.65394,                  1.068,             0.00072081,             0.00072081,             0.00072081
                    174,                0.59474,                0.33932,                0.85258,                0.81772,                 0.8795,                0.86848,                 0.5817,                 1.1652,                0.65394,                  1.068,             0.00071531,             0.00071531,             0.00071531
                    175,                0.56111,                0.33028,                0.84861,                0.85784,                0.85484,                0.87599,                0.60296,                 1.1418,                0.63935,                 1.0604,             0.00070981,             0.00070981,             0.00070981
                    176,                0.58701,                0.34672,                0.83001,                0.85784,                0.85484,                0.87599,                0.60296,                 1.1418,                0.63935,                 1.0604,             0.00070431,             0.00070431,             0.00070431
                    177,                0.61241,                 0.3219,                0.85642,                0.86324,                0.86936,                0.88041,                0.58909,                  1.147,                0.62212,                 1.0499,             0.00069881,             0.00069881,             0.00069881
                    178,                0.59906,                0.34603,                0.83325,                0.86324,                0.86936,                0.88041,                0.58909,                  1.147,                0.62212,                 1.0499,             0.00069331,             0.00069331,             0.00069331
                    179,                0.56919,                0.31503,                0.83901,                0.86324,                0.86936,                0.88041,                0.58909,                  1.147,                0.62212,                 1.0499,              0.0006878,              0.0006878,              0.0006878
                    180,                 0.5623,                0.33463,                0.83892,                0.86718,                0.86326,                0.88206,                0.60415,                 1.1156,                0.61432,                 1.0272,              0.0006823,              0.0006823,              0.0006823
                    181,                0.56111,                0.33178,                0.83338,                0.86718,                0.86326,                0.88206,                0.60415,                 1.1156,                0.61432,                 1.0272,              0.0006768,              0.0006768,              0.0006768
                    182,                0.58696,                0.33606,                0.85683,                0.86718,                0.86326,                0.88206,                0.60415,                 1.1156,                0.61432,                 1.0272,              0.0006713,              0.0006713,              0.0006713
                    183,                0.56528,                0.32684,                0.84978,                0.86668,                0.86559,                 0.8819,                0.59495,                 1.1244,                0.63035,                  1.037,              0.0006658,              0.0006658,              0.0006658
                    184,                0.55806,                0.33095,                0.84875,                0.86668,                0.86559,                 0.8819,                0.59495,                 1.1244,                0.63035,                  1.037,              0.0006603,              0.0006603,              0.0006603
                    185,                0.60353,                0.34494,                0.84922,                0.85273,                0.85939,                0.88622,                0.58853,                 1.1446,                0.62856,                 1.0374,              0.0006548,              0.0006548,              0.0006548
                    186,                0.56999,                0.33417,                0.84414,                0.85273,                0.85939,                0.88622,                0.58853,                 1.1446,                0.62856,                 1.0374,              0.0006493,              0.0006493,              0.0006493
                    187,                0.59295,                0.34263,                0.85459,                0.85273,                0.85939,                0.88622,                0.58853,                 1.1446,                0.62856,                 1.0374,              0.0006438,              0.0006438,              0.0006438
                    188,                0.62026,                 0.3405,                0.84832,                0.83596,                0.83652,                0.85938,                0.58669,                 1.1395,                0.60805,                  1.026,             0.00063829,             0.00063829,             0.00063829
                    189,                0.55727,                0.32654,                0.83509,                0.83596,                0.83652,                0.85938,                0.58669,                 1.1395,                0.60805,                  1.026,             0.00063279,             0.00063279,             0.00063279
                    190,                0.60466,                0.35473,                0.85163,                0.83596,                0.83652,                0.85938,                0.58669,                 1.1395,                0.60805,                  1.026,             0.00062729,             0.00062729,             0.00062729
                    191,                0.54798,                0.32075,                0.82856,                0.85446,                0.84498,                0.88436,                0.60398,                 1.1367,                0.61648,                 1.0268,             0.00062179,             0.00062179,             0.00062179
                    192,                0.55282,                0.32766,                0.85788,                0.85446,                0.84498,                0.88436,                0.60398,                 1.1367,                0.61648,                 1.0268,             0.00061629,             0.00061629,             0.00061629
                    193,                0.50943,                0.31784,                0.83801,                0.86843,                0.84409,                0.87945,                0.59446,                  1.155,                0.62362,                 1.0435,             0.00061079,             0.00061079,             0.00061079
                    194,                0.53171,                0.31676,                0.83329,                0.86843,                0.84409,                0.87945,                0.59446,                  1.155,                0.62362,                 1.0435,             0.00060529,             0.00060529,             0.00060529
                    195,                0.54261,                0.32439,                0.82876,                0.86843,                0.84409,                0.87945,                0.59446,                  1.155,                0.62362,                 1.0435,             0.00059979,             0.00059979,             0.00059979
                    196,                0.51928,                0.32177,                0.83303,                0.85437,                0.85247,                0.88246,                0.59242,                 1.1658,                0.64021,                 1.0439,             0.00059429,             0.00059429,             0.00059429
                    197,                0.54579,                 0.3384,                0.83802,                0.85437,                0.85247,                0.88246,                0.59242,                 1.1658,                0.64021,                 1.0439,             0.00058878,             0.00058878,             0.00058878
                    198,                0.54697,                0.33924,                0.83897,                0.85437,                0.85247,                0.88246,                0.59242,                 1.1658,                0.64021,                 1.0439,             0.00058328,             0.00058328,             0.00058328
                    199,                  0.532,                0.33479,                0.82959,                 0.8419,                0.85484,                0.87414,                0.59851,                  1.145,                0.64659,                 1.0335,             0.00057778,             0.00057778,             0.00057778
                    200,                0.56075,                0.32913,                   0.83,                 0.8419,                0.85484,                0.87414,                0.59851,                  1.145,                0.64659,                 1.0335,             0.00057228,             0.00057228,             0.00057228
                    201,                0.52477,                0.31058,                0.81892,                0.84096,                0.85085,                0.86497,                0.59985,                  1.139,                0.64403,                 1.0387,             0.00056678,             0.00056678,             0.00056678
                    202,                0.51578,                0.31364,                0.85409,                0.84096,                0.85085,                0.86497,                0.59985,                  1.139,                0.64403,                 1.0387,             0.00056128,             0.00056128,             0.00056128
                    203,                0.49847,                0.31302,                0.82827,                0.84096,                0.85085,                0.86497,                0.59985,                  1.139,                0.64403,                 1.0387,             0.00055578,             0.00055578,             0.00055578
                    204,                0.51598,                0.31353,                0.83333,                0.82399,                0.84145,                0.86447,                 0.5863,                 1.1765,                0.66411,                 1.0586,             0.00055028,             0.00055028,             0.00055028
                    205,                0.52672,                0.31645,                0.82052,                0.82399,                0.84145,                0.86447,                 0.5863,                 1.1765,                0.66411,                 1.0586,             0.00054478,             0.00054478,             0.00054478
                    206,                0.56165,                0.32937,                0.84658,                0.82399,                0.84145,                0.86447,                 0.5863,                 1.1765,                0.66411,                 1.0586,             0.00053927,             0.00053927,             0.00053927
                    207,                0.57314,                0.31957,                0.83348,                0.82025,                0.83594,                0.85605,                0.58156,                 1.1851,                0.67894,                 1.0579,             0.00053377,             0.00053377,             0.00053377
                    208,                0.53308,                0.31082,                0.82193,                0.82025,                0.83594,                0.85605,                0.58156,                 1.1851,                0.67894,                 1.0579,             0.00052827,             0.00052827,             0.00052827
                    209,                0.53812,                0.30198,                0.84334,                0.75667,                0.92187,                0.84886,                0.57722,                 1.1572,                 0.6734,                 1.0385,             0.00052277,             0.00052277,             0.00052277
                    210,                0.51984,                0.31703,                0.82333,                0.75667,                0.92187,                0.84886,                0.57722,                 1.1572,                 0.6734,                 1.0385,             0.00051727,             0.00051727,             0.00051727
                    211,                0.48341,                0.29469,                0.82947,                0.75667,                0.92187,                0.84886,                0.57722,                 1.1572,                 0.6734,                 1.0385,             0.00051177,             0.00051177,             0.00051177
                    212,                0.55071,                0.32406,                0.83062,                0.75075,                0.92014,                0.84718,                0.57573,                 1.1439,                0.68058,                 1.0339,             0.00050627,             0.00050627,             0.00050627
                    213,                0.52795,                0.32196,                0.81809,                0.75075,                0.92014,                0.84718,                0.57573,                 1.1439,                0.68058,                 1.0339,             0.00050077,             0.00050077,             0.00050077
                    214,                0.46636,                0.28914,                0.82448,                0.75075,                0.92014,                0.84718,                0.57573,                 1.1439,                0.68058,                 1.0339,             0.00049527,             0.00049527,             0.00049527
                    215,                0.48914,                0.29531,                0.82723,                0.80394,                0.83567,                0.84269,                0.56725,                 1.1592,                0.68987,                  1.045,             0.00048976,             0.00048976,             0.00048976
                    216,                0.46601,                0.29776,                0.81644,                0.80394,                0.83567,                0.84269,                0.56725,                 1.1592,                0.68987,                  1.045,             0.00048426,             0.00048426,             0.00048426
                    217,                 0.4939,                0.30213,                0.81923,                0.76433,                0.89197,                0.84337,                0.56584,                 1.1609,                0.68896,                 1.0497,             0.00047876,             0.00047876,             0.00047876
                    218,                0.51142,                  0.318,                 0.8345,                0.76433,                0.89197,                0.84337,                0.56584,                 1.1609,                0.68896,                 1.0497,             0.00047326,             0.00047326,             0.00047326
                    219,                0.50114,                0.29345,                0.83861,                0.76433,                0.89197,                0.84337,                0.56584,                 1.1609,                0.68896,                 1.0497,             0.00046776,             0.00046776,             0.00046776
                    220,                0.47485,                0.30311,                0.81467,                0.79153,                0.88401,                0.84143,                 0.5714,                 1.1586,                0.69211,                 1.0489,             0.00046226,             0.00046226,             0.00046226
                    221,                0.48229,                 0.2913,                0.82245,                0.79153,                0.88401,                0.84143,                 0.5714,                 1.1586,                0.69211,                 1.0489,             0.00045676,             0.00045676,             0.00045676
                    222,                0.45182,                0.29387,                0.80969,                0.79153,                0.88401,                0.84143,                 0.5714,                 1.1586,                0.69211,                 1.0489,             0.00045126,             0.00045126,             0.00045126
                    223,                0.45855,                0.29181,                0.82109,                0.77883,                0.88771,                0.84766,                0.57466,                 1.1705,                0.69313,                 1.0489,             0.00044576,             0.00044576,             0.00044576
